id,percentage,course_id,video_url,user_id,image_path,description,is_approved,timestamp
13,4,1,,1,https://mario.wiki.gallery/images/thumb/2/24/MKWd_Mario_Bros_Circuit.png/1200px-MKWd_Mario_Bros_Circuit.png,"At the very beginning, use your item and go to the left through the boxes to get onto a hidden grindrail. At the end of the rail, trick to the right to get back on the main path.",1,2025-08-05 14:44:07.449783
